userID,prodID,rating,domain,image_urls,prodname
/gp/profile/amzn1.account.AG6HTL7WWRN5N7O3LLQJCOZRYKRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B0784FZDN9,4.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/21AwanvAFaS._AC_US240_SCLZZZZZZZ__.jpg,Bird Cage Pet Hanger Stand Parrot Aviary Iron Tube Frame 162cm in Height Black
/gp/profile/amzn1.account.AHYBOS5PHB74B27SLPDERGLKARQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B00JKXUDMI,5.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/615v9+T7SOL._AC_US240_SCLZZZZZZZ__.jpg,"SUPERBIRD Mini Flying Trapeze Swing, Original Version, 22x17cm"
/gp/profile/amzn1.account.AE72WUONC3JMEY3KSIGX45EIRI4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B07RSV1VJ6,5.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/51DixFLsP+L._AC_US240_SCLZZZZZZZ__.jpg,"Deloky 7 Packs Bird Parrot Swing Chewing Toys-Hanging Bell Bird Cage Toys Suitable for Small Parakeets, Cockatiels, Conures, Finches,Budgie,Macaws, Parrots, Love Birds"
/gp/profile/amzn1.account.AF5SKF2LKDRZ3XYLAXVW4I5O4ZIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B07RSV1VJ6,3.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/51DixFLsP+L._AC_US240_SCLZZZZZZZ__.jpg,"Deloky 7 Packs Bird Parrot Swing Chewing Toys-Hanging Bell Bird Cage Toys Suitable for Small Parakeets, Cockatiels, Conures, Finches,Budgie,Macaws, Parrots, Love Birds"
/gp/profile/amzn1.account.AHNFZUMKDIYNNZU6TV4AX74NUVFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B00JL05TJM,5.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/51hPcAnJRYL._AC_US240_SCLZZZZZZZ__.jpg,"SUPERBIRD PVC Forager, 20x12cm"
/gp/profile/amzn1.account.AGMJQI6TAHOHARDAW6JLAXQZO5UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B00JL05TJM,5.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/51hPcAnJRYL._AC_US240_SCLZZZZZZZ__.jpg,"SUPERBIRD PVC Forager, 20x12cm"
/gp/profile/amzn1.account.AFF7DPIBADBYBCJZO536S2SGZWQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B001BYKVGC,3.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/31qUdXRqA2L._AC_US240_SCLZZZZZZZ__.jpg,"TRIXIE 5831 Natural Living Swinging Trapeze with Bell,"
/gp/profile/amzn1.account.AFFOIEOM63B76JBXW4MPDNS5MTOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B001BYKVGC,4.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/31qUdXRqA2L._AC_US240_SCLZZZZZZZ__.jpg,"TRIXIE 5831 Natural Living Swinging Trapeze with Bell,"
/gp/profile/amzn1.account.AEOUMWBNJRJGALKGVVDOKXAUL3TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B0002AQ5YS,5.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/314C38RakIL._AC_US240_SCLZZZZZZZ__.jpg,"Prevue Hendryx Pet Products Universal Bird Cage Cover, Medium, Black"
/gp/profile/amzn1.account.AFIAIXFRN63XXLM6KXXAIQNZEYSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B0002AQ5YS,5.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/314C38RakIL._AC_US240_SCLZZZZZZZ__.jpg,"Prevue Hendryx Pet Products Universal Bird Cage Cover, Medium, Black"
/gp/profile/amzn1.account.AFDUQ2BT5537CRBJBP6F2CIOPPNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B0010Q74AM,5.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/313s1PbwynL._AC_US240_SCLZZZZZZZ__.jpg,"JW Pet 31021 Insight Nutcase Bird Toy, Large"
/gp/profile/amzn1.account.AEKBJOPE4BRNWD4LVHGXDV3TKGGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B000OLZJ88,1.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/411KC+msu6L._AC_US240_SCLZZZZZZZ__.jpg,Trixie 5659 Wooden Ladder Playground 44  44  16 cm
/gp/profile/amzn1.account.AHHTFNNVRMBTRFRWS2XUP36ACY2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B0002DJWB8,5.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/41rN4iXC+6L._AC_US240_SCLZZZZZZZ__.jpg,"JW Pet Insight Clean Cup Bird Feed & Water Large, 19cm"
/gp/profile/amzn1.account.AEJSPCSMOC3WS7BRGSPTR2ZVTM5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,B0002AQ5ZC,5.0,https://www.amazon.com.au,https://m.media-amazon.com/images/I/316cWT4YiEL._AC_US240_SCLZZZZZZZ__.jpg,"Prevue Hendryx Pet Products Good Night Bird Cage Cover, Large, Black"
